season,episode_general,episode_season,pitch,Sequence,Badidea,OpenInvestment,OpenEquity,OpenValue,Offer,OfSharksWhoBid,OfSharksWhoWon,SharksBidding,SharksWinning,RefusedSharks,RefusedInvestment,RefusedEquity,InvestOffered,EquityOffered,ValueOffered,offertoopen,AcceptedInvestment,AcceptedEquity,AcceptedValue,Finaltoopen,Accepted,Offeredandrejected,Licensing,Business,Duration,CurrentSales,CumulativeSales,ProjectedSales,PatentStatus,BulkOrders,TeamSize,Education,PastExperience,TimeDevoted,Endorsement,MoreThan1SharkBid,PatentStatus_v2,female,mixed_team,OpenInvestment_mio,OpenValue_mio,RefusedInvestment_mio,InvestOffered_mio,CurrentSales_mio,CumulativeSales_mio,ProjectedSales_mio,ValueOffered_mio,AcceptedInvestment_mio,AcceptedValue_mio,equity_diff,patent1,patent2,patent3,best_offertoopen,best_accepted_equity,best_accepted_value,best_accepted_value_mio,best_accepted_invest
2,18,4,80,4,0,50000,0.2,250000,1,1,1,Barbara,Barbara,,,,50000,0.4,125000,0.5,50000,0.4,125000,0.5,1,0,0,Broccoli wad,,,,,No patent effort,,1,0,0,0,1,0,0,0,0,0.050000001,0.25,,0.050000001,,,,0.125,0.050000001,0.125,0.2,1,0,0,0.5,0.40000001,125000,0.125,0.050000001
2,19,5,81,1,0,100000,0.3,333333.3333,1,2,2,Kevin H & Barbara,Kevin H & Barbara,,,,100000,0.5,200000,0.6,100000,0.5,200000,0.6,1,0,0,Fridge fronts,60,40000,,,Patent obtained,,1,0,0,0,0,1,1,1,0,0.1,0.33333334,,0.1,0.039999999,,,0.2,0.1,0.2,0.2,0,0,1,0.60000002,0.5,200000,0.2,0.1
2,19,5,82,2,0,500000,0.3,1666666.667,0,0,0,,,,,,,,,,,,,,0,0,0,Clipable things,,817000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.5,1.6666666,,,0.81699997,,,,,,,1,0,0,,,,,
2,19,5,83,3,0,80000,0.2,400000,0,0,0,,,,,,,,,,,,,,0,0,0,Cosmetic-thin gloss,,26000,,1000000,No patent effort,,1,0,0,0,0,0,0,1,0,0.079999998,0.40000001,,,0.026000001,,1,,,,,1,0,0,,,,,
2,19,5,84,4,0,100000,0.05,2000000,1,2,0,Daymond & Robert,,,,,100000,0.7,142857,0.0714285,100000,0.7,142857.1429,0.071428571,1,0,0,Animated car stickers,,,,,Patent filed (any kind),,2,3,0,0,0,1,0.5,0,0,0.1,2,,0.1,,,,0.142857,0.1,0.14285715,0.64999998,0,1,0,0.071428575,0.69999999,142857.14,0.14285713,0.1
2,20,6,85,1,0,30000,0.2,150000,1,1,0,Barbara,,Barbara,30000,0.4,30000,0.4,75000,0.5,,,,,0,1,0,Gown for pregnant women ,12,11500,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.029999999,0.15000001,0.029999999,0.029999999,0.0115,,,0.075000003,,,,1,0,0,0.5,0.40000001,75000,0.075000003,0.029999999
2,20,6,86,2,0,60000,0.2,300000,0,0,0,,,,,,,,,,,,,,0,0,0,Average golfers coolant product,,15000,,,No patent effort,,2,0,0,0,0,0,0,0,1,0.059999999,0.30000001,,,0.015,,,,,,,1,0,0,,,,,
2,20,6,87,3,0,50000,0.25,200000,1,1,0,Barbara,,,,,50000,0.25,200000,1,50000,0.25,200000,1,1,0,0,Cakes without preservatives,3,27000,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.050000001,0.2,,0.050000001,0.027000001,,,0.2,0.050000001,0.2,0,1,0,0,1,0.25,200000,0.2,0.050000001
2,20,6,88,4,0,40000,0.25,160000,1,4,2,"Kevin O & Robert, Kevin H & Daymond",Kevin H & Daymond,Kevin O & Robert,80000,0.25,80000,0.25,320000,2,80000,0.25,320000,2,1,0,1,Sweep easy broom,,,,,Patent filed (any kind),,1,0,0,0,0,1,0.5,0,0,0.039999999,0.16,0.079999998,0.079999998,,,,0.31999999,0.079999998,0.31999999,0,0,1,0,2,0.25,320000,0.31999999,0.079999998
2,21,7,89,1,0,30000,0.15,200000,0,0,0,,,,,,,,,,,,,,0,0,0,Carsick bib,,,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.029999999,0.2,,,,,,,,,,1,0,0,,,,,
2,21,7,90,2,0,50000,0.25,200000,1,1,1,Jeffrey,Jeffrey,,,,50000,0.5,100000,0.5,50000,0.5,100000,0.5,1,0,0,Hydration system for football players,12,100000,,,Patent obtained,,1,0,0,0,0,0,1,0,0,0.050000001,0.2,,0.050000001,0.1,,,0.1,0.050000001,0.1,0.25,0,0,1,0.5,0.5,100000,0.1,0.050000001
2,21,7,91,3,0,90000,0.2,450000,0,0,0,,,,,,,,,,,,,,0,0,0,Eco lawn mower,,350000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.090000004,0.44999999,,,0.34999999,,,,,,,1,0,0,,,,,
2,21,7,92,4,0,500000,0.1,5000000,1,1,0,Kevin O,,Kevin O,500000,0.51,500000,0.51,980392,0.1960784,,,,,0,1,0,Mobile entertainment company - games for kids,36,3500000,,5000000,Patent obtained,,2,0,0,0,0,0,1,0,0,0.5,5,0.5,0.5,3.5,,5,0.98039198,,,,0,0,1,0.1960784,0.50999999,980392,0.98039198,0.5
2,22,8,93,1,0,150000,0.15,1000000,1,4,1,"Mark, Robert, Barbara, Daymond",Robert,Barbara,150000,0.25,150000,0.25,600000,0.6,150000,0.15,1000000,1,1,0,0,Travelling origami based speakers,12,750000,,,No patent effort,,2,0,0,0,0,1,0,0,0,0.15000001,1,0.15000001,0.15000001,0.75,,,0.60000002,0.15000001,1,0,1,0,0,1,0.15000001,1000000,1,0.15000001
2,22,8,94,2,0,50000,0.25,200000,0,0,0,,,,,,,,,,,,,,0,0,0, Fragrance candle for men,12,53000,,,No patent effort,,1,2,0,1,0,0,0,0,0,0.050000001,0.2,,,0.052999999,,,,,,,1,0,0,,,,,
2,22,8,95,3,0,250000,0.15,1666666.667,1,1,0,Kevin O,,Kevin O,250000,0.51,250000,0.51,490196,0.2941176,,,,,0,1,0,Aisle runner,84,550000,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.25,1.6666666,0.25,0.25,0.55000001,,,0.49019599,,,,1,0,0,0.2941176,0.50999999,490196,0.49019599,0.25
2,22,8,96,4,0,500000,0.4,1250000,1,2,1,"Mark, Kevin O",Mark,Kevin O,500000,1,1250000,1,1250000,1,1250000,1,1250000,1,1,0,0,Water hose for fire fighting ,,,,,Patent obtained,,1,0,0,0,0,1,1,0,0,0.5,1.25,0.5,1.25,,,,1.25,1.25,1.25,0.60000002,0,0,1,1,1,1250000,1.25,1.25
2,23,9,97,1,0,100000,0.15,666666.6667,1,2,1,"Kevin H, Barbara",Kevin H,Barbara,100000,0.15,100000,0.2,500000,0.75,100000,0.2,500000,0.75,1,0,0,Toilet training for cat,24,350000,575000,,No patent effort,,1,0,0,0,0,1,0,1,0,0.1,0.66666669,0.1,0.1,0.34999999,0.57499999,,0.5,0.1,0.5,0.050000001,1,0,0,0.75,0.2,500000,0.5,0.1
2,23,9,98,2,0,50000,0.15,333333.3333,0,0,0,,,,,,,,,,,,,,0,0,0,T shirts for pregnant women,72,90000,1400000,,No patent effort,,1,0,0,0,0,0,0,1,0,0.050000001,0.33333334,,,0.090000004,1.4,,,,,,1,0,0,,,,,
2,23,9,99,3,0,180000,0.45,400000,1,2,2,Barbara & Kevin H,Barbara & Kevin H,,,,180000,0.45,400000,1,180000,0.45,400000,1,1,0,0,Jewelry,,,,,No patent effort,,1,0,1,1,0,1,0,0,0,0.18000001,0.40000001,,0.18000001,,,,0.40000001,0.18000001,0.40000001,0,1,0,0,1,0.44999999,400000,0.40000001,0.18000001
2,23,9,100,4,0,500000,0.2,2500000,1,3,1,"Daymond, Robert & Kevin H",Daymond,Robert & Kevin H,500000,0.5,500000,0.5,1000000,0.4,500000,0.35,1428571.429,0.571428571,1,0,0,Shoes,48,3500000,20000000,,No patent effort,,1,0,0,0,0,1,0,1,0,0.5,2.5,0.5,0.5,3.5,20,,1,0.5,1.4285715,0.15000001,1,0,0,0.5714286,0.34999999,1428571.4,1.4285713,0.5
3,24,1,101,1,0,60000,0.05,1200000,1,4,1,"Daymond, Robert, Mark, Kevin O",Mark,Daymond,60000,0.25,60000,0.25,240000,0.2,60000,0.08,750000,0.625,1,0,0,Bottom opening bottle,,750000,,,No patent effort,,1,0,0,0,1,1,0,0,0,0.059999999,1.2,0.059999999,0.059999999,0.75,,,0.23999999,0.059999999,0.75,0.029999999,1,0,0,0.625,0.079999998,750000,0.75,0.059999999
3,24,1,102,2,0,100000,0.1,1000000,0,0,0,,,,,,,,,,,,,,0,0,0,Funeral planning website,36,,,,No patent effort,,2,0,0,0,0,0,0,1,0,0.1,1,,,,,,,,,,1,0,0,,,,,
3,24,1,103,3,0,200000,0.1,2000000,0,0,0,,,,,,,,,,,,,,0,0,0,Business story publisher,,700000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.2,2,,,0.69999999,,,,,,,1,0,0,,,,,
3,24,1,104,4,0,150000,0.15,1000000,1,4,2,"Daymond  & Mark, Kevin O & Robert",Daymond  & Mark,Kevin O & Robert,150000,0.3,150000,0.3,500000,0.5,150000,0.2,750000,0.75,1,0,0,"Prepurchase party, event spot website",,90000,250000,,No patent effort,,1,0,0,0,0,1,0,0,0,0.15000001,1,0.15000001,0.15000001,0.090000004,0.25,,0.5,0.15000001,0.75,0.050000001,1,0,0,0.75,0.2,750000,0.75,0.15000001
3,25,2,105,1,0,10000,0.25,40000,1,1,1,Mark,Mark,,,,25000,0.33,75758,1.89395,25000,0.33,75757.57576,1.893939394,1,0,0,Cat drawing,12,11940,,,No patent effort,,1,2,0,0,0,0,0,0,0,0.01,0.039999999,,0.025,0.01194,,,0.075758003,0.025,0.075757578,0.079999998,1,0,0,1.8939394,0.33000001,75757.578,0.075757578,0.025
3,25,2,106,2,0,90000,0.4,225000,0,0,0,,,,,,,,,,,,,,0,0,0,Salesman tutoring company,3,40000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.090000004,0.22499999,,,0.039999999,,,,,,,1,0,0,,,,,
3,25,2,107,3,0,1500000,0.2,7500000,0,0,0,,,,,,,,,,,,,,0,0,0,Magic show,,200000,,,No patent effort,,1,0,0,0,0,0,0,0,0,1.5,7.5,,,0.2,,,,,,,1,0,0,,,,,
3,25,2,108,4,0,100000,0.1,1000000,0,0,0,,,,,,,,,,,,,,0,0,0,Rack for truck,12,50000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.1,1,,,0.050000001,,,,,,,1,0,0,,,,,
3,26,3,109,1,0,125000,0.1,1250000,1,4,1,"Kevin O, Daymond, Barbara, Robert",Robert,Barbara,175000,0.2,175000,0.2,875000,0.7,125000,0.2,625000,0.5,1,0,0,Guitar chord ,1,150000,,,Patent obtained,,1,0,0,0,0,1,1,0,0,0.125,1.25,0.175,0.175,0.15000001,,,0.875,0.125,0.625,0.1,0,0,1,0.5,0.2,625000,0.625,0.125
3,26,3,110,2,0,100000,0.05,2000000,1,1,0,Daymond,,Daymond,100000,0.8,100000,0.8,125000,0.0625,,,,,0,1,1,Perfume with smell of currency,,52000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.1,2,0.1,0.1,0.052000001,,,0.125,,,,1,0,0,0.0625,0.80000001,125000,0.125,0.1
3,26,3,111,3,0,50000,0.5,100000,0,0,0,,,,,,,,,,,,,,0,0,0,Detachable flashing jeans pocket patches,,,,,No patent effort,,1,0,0,1,0,0,0,0,0,0.050000001,0.1,,,,,,,,,,1,0,0,,,,,
3,26,3,112,4,0,55000,0.2,275000,1,3,1,"Mark, Barbara, Robert",Robert,Barbara,55000,0.3,55000,0.3,183333,0.666665455,55000,0.2,275000,1,1,0,0,Soap,,,,,No patent effort,,1,0,0,1,0,1,0,1,0,0.055,0.27500001,0.055,0.055,,,,0.18333299,0.055,0.27500001,0,1,0,0,1,0.2,275000,0.27500001,0.055
3,27,4,113,1,0,30000,0.35,85714.28571,0,0,0,,,,,,,,,,,,,,0,0,0,Sweat shirts,,,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.029999999,0.085714288,,,,,,,,,,1,0,0,,,,,
3,27,4,114,2,1,50000,0.25,200000,1,3,1,"Daymond, Lori, Mark",Lori,Daymond,75000,0.2,75000,0.25,300000,1.5,750000,0.25,3000000,15,1,0,0,Changing towel,,15000,,,Patent filed (any kind),,1,0,0,1,0,1,0.5,1,0,0.050000001,0.2,0.075000003,0.075000003,0.015,,,0.30000001,0.75,3,0,0,1,0,15,0.25,3000000,3,0.75
3,27,4,115,3,0,50000,0.25,200000,0,0,0,,,,,,,,,,,,,,0,0,0,Puppy cake,48,23000,80000,,No patent effort,,1,0,0,0,0,0,0,1,0,0.050000001,0.2,,,0.023,0.079999998,,,,,,1,0,0,,,,,
3,27,4,116,4,0,40000,0.3,133333.3333,1,3,2,"Kevin O, Lori & Mark",Lori & Mark,Kevin O,40000,0.3,400000,1,400000,3,400000,1,400000,3,1,0,1,Wine balloon,,15400,,,Patent filed (any kind),,1,0,0,0,0,1,0.5,0,0,0.039999999,0.13333334,0.039999999,0.40000001,0.0154,,,0.40000001,0.40000001,0.40000001,0.69999999,0,1,0,3,1,400000,0.40000001,0.40000001
3,28,5,117,1,0,40000,0.2,200000,1,1,1,Daymond,Daymond,,,,40000,0.6,66667,0.333335,40000,0.6,66666.66667,0.333333333,1,0,0,Lid of garbage can,,,,,Patent filed (any kind),,2,0,0,0,0,0,0.5,0,1,0.039999999,0.2,,0.039999999,,,,0.066666998,0.039999999,0.06666667,0.40000001,0,1,0,0.33333334,0.60000002,66666.664,0.066666663,0.039999999
3,28,5,118,2,0,30000,0.25,120000,0,0,0,,,,,,,,,,,,,,0,0,0,Ledge pillow for women,36,0,,,Patent obtained,,1,0,0,0,0,0,1,1,0,0.029999999,0.12,,,0,,,,,,,0,0,1,,,,,
3,28,5,119,3,0,250000,0.2,1250000,1,1,1,Kevin O,Kevin O,,,,250000,0.35,714286,0.5714288,250000,0.35,714285.7143,0.571428571,1,0,0,Tea blends-Talbott,24,350000,450000,500000,No patent effort,,2,0,0,0,0,0,0,0,0,0.25,1.25,,0.25,0.34999999,0.44999999,0.5,0.71428603,0.25,0.71428573,0.15000001,1,0,0,0.5714286,0.34999999,714285.69,0.71428567,0.25
3,28,5,120,4,0,300000,0.15,2000000,1,4,3,"Kevin O& Robert, Mark & Lori","Mark, Lori ,Robert",Kevin O,300000,0.3,300000,0.3,1000000,0.5,300000,0.3,1000000,0.5,1,0,0,Girl's jewelry from 8 to 80 ages,60,1600000,5000000,,No patent effort,,3,0,0,0,0,1,0,1,0,0.30000001,2,0.30000001,0.30000001,1.6,5,,1,0.30000001,1,0.15000001,1,0,0,0.5,0.30000001,1000000,1,0.30000001
3,29,6,121,1,0,250000,0.25,1000000,1,2,0,Kevin O & Lori,,Kevin O & Lori,250000,1,250000,1,250000,0.25,,,,,0,1,1,Furniture,,,,,Patent obtained,,1,0,0,0,0,1,1,0,0,0.25,1,0.25,0.25,,,,0.25,,,,0,0,1,0.25,1,250000,0.25,0.25
3,29,6,122,2,0,100000,0.25,400000,1,1,1,Mark,Mark,,,,100000,0.25,400000,1,100000,0.25,400000,1,1,0,0,Pretzels,12,75000,,,No patent effort,,1,0,0,1,0,0,0,1,0,0.1,0.40000001,,0.1,0.075000003,,,0.40000001,0.1,0.40000001,0,1,0,0,1,0.25,400000,0.40000001,0.1
3,29,6,123,3,0,35000,0.2,175000,0,0,0,,,,,,,,,,,,,,0,0,0,Watches emitting negative ions,12,120000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.035,0.175,,,0.12,,,,,,,1,0,0,,,,,
3,29,6,124,4,0,150000,0.15,1000000,1,1,1,Lori,Lori,,150000,0.65,150000,0.65,230769,0.230769,,,,,0,1,0,Eyeglass holder,6,65000,,,Patent obtained,,1,0,0,0,0,0,1,0,0,0.15000001,1,0.15000001,0.15000001,0.064999998,,,0.23076899,,,,0,0,1,0.23076899,0.64999998,230769,0.23076899,0.15000001
3,30,7,125,1,0,200000,0.2,1000000,1,1,1,Mark,Mark,,,,200000,0.4,500000,0.5,200000,0.4,500000,0.5,1,0,0,Kiss tixx-lip balm,12,80000,,,No patent effort,,2,2,0,0,0,0,0,0,0,0.2,1,,0.2,0.079999998,,,0.5,0.2,0.5,0.2,1,0,0,0.5,0.40000001,500000,0.5,0.2
3,30,7,126,2,0,75000,0.25,300000,1,2,1,"Daymond, Barbara",Barbara,Daymond,75000,0.4,75000,0.4,187500,0.625,75000,0.4,187500,0.625,1,0,0,"Smart baking products(aprons,stands,etc)",3,34000,72000,140000,No patent effort,,2,3,0,1,0,1,0,0,1,0.075000003,0.30000001,0.075000003,0.075000003,0.034000002,0.071999997,0.14,0.1875,0.075000003,0.1875,0.15000001,1,0,0,0.625,0.40000001,187500,0.1875,0.075000003
3,30,7,127,3,0,100000,0.5,200000,0,0,0,,,,,,,,,,,,,,0,0,0,Heat helper,36,1980,67320,,No patent effort,,1,0,1,0,0,0,0,0,0,0.1,0.2,,,0.00198,0.067319997,,,,,,1,0,0,,,,,
3,30,7,128,4,0,500000,0.15,3333333.333,1,2,0,Robert & Kevin O,,Robert & Kevin O,500000,0.15,500000,0.15,3333333,0.9999999,500000,0.15,3333333.333,1,1,0,0,Technology enabled clothing,,,5100000,12000000,Patent obtained,,1,3,1,0,0,1,1,0,0,0.5,3.3333333,0.5,0.5,,5.0999999,12,3.333333,0.5,3.3333333,0,0,0,1,1,0.15000001,3333333.3,3.3333333,0.5
3,31,8,129,1,1,75000,0.15,500000,0,0,0,,,,,,,,,,,,,,0,0,0,Basketball  trainer:profender,12,25000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.075000003,0.5,,,0.025,,,,,,,1,0,0,,,,,
3,31,8,130,2,0,75000,0.12,625000,1,1,1,Barbara,Barbara,,,,75000,0.5,150000,0.24,75000,0.5,150000,0.24,1,0,0,Skin products,12,30000,,,No patent effort,,4,0,0,0,0,0,0,0,0,0.075000003,0.625,,0.075000003,0.029999999,,,0.15000001,0.075000003,0.15000001,0.38,1,0,0,0.23999999,0.5,150000,0.15000001,0.075000003
3,31,8,131,3,0,150000,0.2,750000,0,0,0,,,,,,,,,,,,,,0,0,0,Babysitting grandma,12,25000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.15000001,0.75,,,0.025,,,,,,,1,0,0,,,,,
3,31,8,132,4,0,80000,0.51,156862.7451,1,3,2,"Daymond & Mark, Kevin O",Daymond & Mark,,80000,0.51,80000,0.7,114286,0.72857325,80000,0.7,114285.7143,0.728571429,1,0,0,Jewelry,,78000,,15000,No patent effort,,2,2,0,0,0,1,0,1,0,0.079999998,0.15686275,0.079999998,0.079999998,0.078000002,,0.015,0.114286,0.079999998,0.11428571,0.19,1,0,0,0.72857141,0.69999999,114285.71,0.11428571,0.079999998
3,35,9,133,1,0,150000,0.1,1500000,1,2,1,"Kevin O, Mark",Mark,Kevin O,150000,0.25,150000,0.3,500000,0.333333333,150000,0.3,500000,0.333333333,1,0,0,Website business for surfing board,4,100000,,,No patent effort,,1,3,1,0,0,1,0,0,0,0.15000001,1.5,0.15000001,0.15000001,0.1,,,0.5,0.15000001,0.5,0.2,1,0,0,0.33333334,0.30000001,500000,0.5,0.15000001
3,35,9,134,2,0,100000,0.25,400000,0,0,0,,,,,,,,,,,,,,0,0,0,Sagging skin lifts,5,75000,,,Patent obtained,,2,0,0,0,0,0,1,0,1,0.1,0.40000001,,,0.075000003,,,,,,,0,0,1,,,,,
3,35,9,135,3,0,75000,0.3,250000,0,0,0,,,,,,,,,,,,,,0,0,0,Wine aerating device,,40000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.075000003,0.25,,,0.039999999,,,,,,,1,0,0,,,,,
3,35,9,136,4,0,300000,0.05,6000000,1,3,1,"Kevin O, Robert, Mark",Mark,Kevin,300000,0.1,300000,0.1,3000000,0.5,300000,0.08,3750000,0.625,1,0,0,Digital music,,40000,,,No patent effort,,1,3,0,0,1,1,0,0,0,0.30000001,6,0.30000001,0.30000001,0.039999999,,,3,0.30000001,3.75,0.029999999,1,0,0,0.625,0.079999998,3750000,3.75,0.30000001
3,33,10,137,1,0,125000,0.15,833333.3333,0,0,0,,,,,,,,,,,,,,0,0,0,Shoe printing,12,570000,,,Patent filed (any kind),,1,1,0,0,0,0,0.5,0,0,0.125,0.83333331,,,0.56999999,,,,,,,0,1,0,,,,,
3,33,10,138,2,0,100000,0.51,196078.4314,0,0,0,,,,,,,,,,,,,,0,0,0,Boxed dog food ,,,,,Patent filed (any kind),,1,0,0,0,0,0,0.5,0,0,0.1,0.19607843,,,,,,,,,,0,1,0,,,,,
3,33,10,139,3,0,125000,0.15,833333.3333,0,0,0,,,,,,,,,,,,,,0,0,0,Ice-cream with beer flavor,12,5000,,,No patent effort,,3,0,0,0,0,0,0,0,0,0.125,0.83333331,,,0.005,,,,,,,1,0,0,,,,,
3,33,10,140,4,0,300000,0.15,2000000,1,1,1, Daymond, Daymond,,,,300000,0.55,545455,0.2727275,300000,0.55,545454.5455,0.272727273,1,0,0,Motorcycle safety clothing,12,127000,,,No patent effort,,2,2,1,0,0,0,0,1,0,0.30000001,2,,0.30000001,0.127,,,0.54545498,0.30000001,0.54545456,0.40000001,1,0,0,0.27272728,0.55000001,545454.56,0.54545456,0.30000001
3,34,11,141,1,0,200000,0.03,6666666.667,0,0,0,,,,,,,,,,,,,,0,0,0,Cookies,,2300000,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.2,6.6666665,,,2.3,,,,,,,1,0,0,,,,,
3,34,11,142,2,0,500000,0.2,2500000,0,0,0,,,,,,,,,,,,,,0,0,1,Sports clothing,3,140000,,,Patent filed (any kind),,1,2,0,1,0,0,0.5,0,0,0.5,2.5,,,0.14,,,,,,,0,1,0,,,,,
3,34,11,143,3,1,1000000,0.1,10000000,0,0,0,,,,,,,,,,,,,,0,0,0,Electricity generator using sea water,,,,,No patent effort,,1,3,0,0,0,0,0,0,0,1,10,,,,,,,,,,1,0,0,,,,,
3,34,11,144,4,0,300000,0.05,6000000,1,3,1,"Kevin O, Robert, Mark",,"Kevin O, Robert, Mark",600000,0.3,600000,0.3,2000000,0.333333333,,,,,0,1,0,Wine by the glass,6,500000,,5000000,No patent effort,,1,0,0,0,0,1,0,0,0,0.30000001,6,0.60000002,0.60000002,0.5,,5,2,,,,1,0,0,0.33333334,0.30000001,2000000,2,0.60000002
3,35,12,145,1,0,50000,0.2,250000,1,2,1,"Lori, Kevin O",Lori,Kevin O,50000,0.4,50000,0.4,125000,0.5,50000,0.4,125000,0.5,1,0,0,Nail product,,,,,Patent filed (any kind),,1,0,0,1,0,1,0.5,1,0,0.050000001,0.25,0.050000001,0.050000001,,,,0.125,0.050000001,0.125,0.2,0,1,0,0.5,0.40000001,125000,0.125,0.050000001
3,35,12,146,2,0,540000,0.2,2700000,0,0,0,,,,,,,,,,,,,,0,0,0,Handbags,,,1200000,,Patent obtained,,2,0,0,0,0,0,1,0,1,0.54000002,2.7,,,,1.2,,,,,,0,0,1,,,,,
3,35,12,147,3,0,57000,0.3,190000,0,0,0,,,,,,,,,,,,,,0,0,0,Tank top straps,,3500,,,No patent effort,,2,0,0,0,0,0,0,1,0,0.057,0.19,,,0.0035,,,,,,,1,0,0,,,,,
3,35,12,148,4,0,100000,0.15,666666.6667,1,4,2,"Kevin O, Daymond, Mark & Robert",Mark & Robert,Kevin O,100000,0.5,100000,0.5,200000,0.3,100000,0.4,250000,0.375,1,0,0,Lollacup,4,33000,,,Patent obtained,,2,0,0,0,0,1,1,0,1,0.1,0.66666669,0.1,0.1,0.033,,,0.2,0.1,0.25,0.25,0,0,1,0.375,0.40000001,250000,0.25,0.1
3,36,13,149,1,0,250000,0.15,1666666.667,1,1,0,Barbara,,Barbara,250000,0.5,250000,0.5,500000,0.3,,,,,0,1,0,Air beds,24,210000,430000,,Patent obtained,,1,0,0,0,0,0,1,0,0,0.25,1.6666666,0.25,0.25,0.20999999,0.43000001,,0.5,,,,0,0,1,0.30000001,0.5,500000,0.5,0.25
3,36,13,150,2,0,3000000,0.2,15000000,0,0,0,,,,,,,,,,,,,,0,0,0,Sky ride,,,,,No patent effort,,1,0,0,0,0,0,0,0,0,3,15,,,,,,,,,,1,0,0,,,,,
3,36,13,151,3,0,100000,0.3,333333.3333,1,2,1,"Daymond, Barbara",Barbara,Daymond,100000,0.75,100000,0.75,133333,0.399999,100000,0.55,181818.1818,0.545454545,1,0,0,Shoes,,120000,,,No patent effort,,2,0,0,0,0,1,0,0,1,0.1,0.33333334,0.1,0.1,0.12,,,0.133333,0.1,0.18181819,0.25,1,0,0,0.54545456,0.55000001,181818.19,0.18181819,0.1
3,36,13,152,4,0,500000,0.33,1515151.515,1,2,2,Barbara & Mark,Barbara & Mark,,,,500000,0.42,1190476,0.78571416,500000,0.42,1190476.19,0.785714286,1,0,0,Customizable bike,,129000,,250000,No patent effort,,1,0,1,0,0,1,0,0,0,0.5,1.5151515,,0.5,0.12899999,,0.25,1.1904759,0.5,1.1904762,0.090000004,1,0,0,0.78571427,0.41999999,1190476.3,1.1904763,0.5
3,37,14,153,1,0,50000,0.1,500000,1,1,1,Barbara,Barbara,,,,50000,0.4,125000,0.25,50000,0.4,125000,0.25,1,0,0,Peanut butter,,14000,,,No patent effort,,2,2,0,0,0,0,0,1,0,0.050000001,0.5,,0.050000001,0.014,,,0.125,0.050000001,0.125,0.30000001,1,0,0,0.25,0.40000001,125000,0.125,0.050000001
3,37,14,154,2,0,200000,0.2,1000000,1,2,0,Kevin O & Robert,,Kevin O & Robert,200000,0.5,200000,0.5,400000,0.4,,,,,0,1,0,Band,240,,,,No patent effort,,4,0,0,0,0,1,0,0,0,0.2,1,0.2,0.2,,,,0.40000001,,,,1,0,0,0.40000001,0.5,400000,0.40000001,0.2
3,37,14,155,3,0,50000,0.1,500000,1,1,1,Barbara,Barbara,,,,50000,0.25,200000,0.4,50000,0.25,200000,0.4,1,0,0,Mix bikini,,,,,No patent effort,,2,0,0,0,0,0,0,0,0,0.050000001,0.5,,0.050000001,,,,0.2,0.050000001,0.2,0.15000001,1,0,0,0.40000001,0.25,200000,0.2,0.050000001
3,37,14,156,4,0,100000,0.2,500000,1,2,2,Daymond & Mark,Daymond & Mark,,,,100000,0.5,200000,0.4,100000,0.5,200000,0.4,1,0,0,Fitness,,,,,No patent effort,,1,0,0,0,0,1,0,0,0,0.1,0.5,,0.1,,,,0.2,0.1,0.2,0.30000001,1,0,0,0.40000001,0.5,200000,0.2,0.1
3,38,15,157,1,1,150000,0.3,500000,0,0,0,,,,,,,,,,,,,,0,0,0,Middle aged woman energy drink,36,,60000,,No patent effort,,1,0,0,0,0,0,0,0,0,0.15000001,0.5,,,,0.059999999,,,,,,1,0,0,,,,,
3,38,15,158,2,0,50000,0.1,500000,1,1,1,Daymond,Daymond,,,,50000,0.8,62500,0.125,50000,0.8,62500,0.125,1,0,0,Sneakers,24,,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.050000001,0.5,,0.050000001,,,,0.0625,0.050000001,0.0625,0.69999999,1,0,0,0.125,0.80000001,62500,0.0625,0.050000001
3,38,15,159,3,0,250000,0.1,2500000,0,0,0,,,,,,,,,,,,,,0,0,0,Fitness product,,33800,,,Patent obtained,,2,0,0,0,0,0,1,0,1,0.25,2.5,,,0.033799998,,,,,,,0,0,1,,,,,
